Item Name,Category,Brand Name,Device Age,Device Condition,Material Recovery Rate,Device Type,Year of Manufacture,Market Value of Metals,Cost of Recovery,Profit,Gold (g),Aluminum (g),Silver (g),Carbon (g),Platinum (g),Rhodium (g),Nickel (g),Tin (g),Lithium (g),Current Metal Value ($),Recycling Score
Nest Thermostat,Cat3,Samsung,12,Good,64.68,IT Equipment,1994,515.66,11.0,504.66,3.07,48.13,1.65,4.65,0.95,0.73,2.28,0.59,6.52,621.8114690000001,5
MacBook Air,Cat3,Philips,17,Average,59.54,IT Equipment,1994,433.02,31.89,401.13,0.64,13.75,1.64,4.91,0.16,0.73,14.17,1.47,4.22,459.93421699999993,5
ThinkPad X1,Cat4,Lenovo,7,Average,63.01,Appliance,1992,444.8,47.15,397.65,3.4,37.58,0.12,9.77,0.96,0.45,12.96,0.12,1.21,476.83018200000004,4
Nintendo Switch,Cat4,HP,21,Average,56.46,Appliance,2001,516.57,40.73,475.84,2.26,21.97,1.61,8.39,1.33,0.3,14.56,4.92,4.04,355.894607,4
Apple TV 4K,Cat1,Lenovo,18,Average,69.52,IT Equipment,2003,535.13,11.47,523.66,3.47,1.12,2.48,6.65,0.39,0.45,12.39,2.98,3.54,451.268728,3
Galaxy Note 20,Cat3,Apple,21,Average,51.73,Consumer Electronics,2018,328.71,21.58,307.13,1.11,31.69,2.14,6.71,0.71,0.5,9.45,0.34,0.45,380.576269,5
Surface Laptop 4,Cat2,Panasonic,3,Good,65.9,IT Equipment,2018,578.73,26.48,552.25,3.95,42.14,1.04,0.1,0.38,0.54,10.07,3.68,5.58,525.352098,4
Toshiba Fire TV,Cat1,Apple,8,Broken,55.97,Consumer Electronics,2010,181.01,43.62,137.39,0.68,5.33,0.5,1.91,0.48,0.06,0.93,3.77,3.43,94.239567,3
PS5,Cat3,LG,18,Good,69.33,IT Equipment,2016,499.6,7.41,492.19,1.02,9.0,2.04,5.1,1.71,0.33,13.52,2.16,6.94,332.949476,5
PS5,Cat4,LG,16,Average,54.62,Consumer Electronics,2017,384.42,37.6,346.82,2.76,49.86,0.23,6.92,1.48,0.22,11.24,1.82,0.5,341.482452,4
Apple Watch Series 6,Cat1,Samsung,6,Good,51.85,Consumer Electronics,2002,411.26,28.9,382.36,0.52,21.39,2.14,7.03,0.46,0.49,9.42,4.72,5.02,332.970967,3
Galaxy S21,Cat4,Apple,20,Broken,59.3,IT Equipment,2008,514.54,21.72,492.82,2.12,42.43,2.24,9.64,1.91,0.07,12.4,4.7,5.0,248.775215,4
HP Spectre,Cat3,Samsung,22,Broken,55.97,Consumer Electronics,2006,582.52,49.66,532.86,4.32,41.39,0.2,5.4,0.24,0.92,6.25,2.38,5.65,753.218843,5
HP Spectre,Cat1,Toshiba,29,Average,72.22,Appliance,2012,436.12,32.64,403.48,3.86,44.24,1.07,0.93,0.84,0.16,2.77,3.42,4.49,327.642702,3
Sony Alpha A7,Cat3,Lenovo,12,Average,83.53,Consumer Electronics,2000,445.74,39.19,406.55,1.08,49.09,0.99,2.24,1.17,0.19,13.1,2.35,6.43,226.189905,5
Pioneer AV Receiver,Cat1,Panasonic,7,Broken,53.54,IT Equipment,1995,545.2,17.29,527.91,4.29,36.84,1.23,5.16,0.86,0.97,9.98,0.8,0.15,813.6658899999999,3
Nest Thermostat,Cat4,Dell,20,Average,90.68,Appliance,1999,612.53,35.53,577.0,4.61,3.01,0.99,9.5,1.89,0.55,10.68,3.16,4.13,644.1476910000001,4
Apple Watch Series 6,Cat2,Philips,15,Good,91.34,Consumer Electronics,2003,439.01,25.7,413.31,0.65,18.2,0.63,4.29,1.72,0.65,8.65,1.1,6.82,497.77865,4
ThinkPad X1,Cat4,Samsung,27,Average,90.77,Consumer Electronics,2003,463.42,37.8,425.62,2.21,9.32,2.39,1.86,1.35,0.43,5.07,3.23,5.33,429.379228,4
Amazon Echo,Cat3,Philips,26,Broken,84.39,Appliance,2003,581.98,7.03,574.95,3.15,23.89,2.12,8.76,1.49,0.65,14.19,1.61,3.04,608.8822909999999,5
Nikon D850,Cat1,Samsung,10,Broken,81.69,IT Equipment,1991,477.25,44.95,432.3,0.76,49.51,1.2,5.57,0.87,0.83,10.61,2.36,5.39,561.093811,3
iPhone 11,Cat3,Dell,14,Broken,81.2,IT Equipment,2002,621.39,33.59,587.8,4.26,45.9,1.35,7.27,0.86,0.8,7.26,4.63,4.74,715.3652580000002,5
Fire TV Stick,Cat2,Dell,10,Good,82.19,Consumer Electronics,1994,273.71,44.88,228.83,1.06,22.66,0.96,0.79,0.28,0.15,14.72,0.44,0.18,153.879794,4
Panasonic Viera,Cat3,Sony,4,Broken,85.06,Consumer Electronics,2007,647.47,22.08,625.39,2.97,15.56,1.98,3.83,1.1,0.65,14.73,4.79,6.24,579.4265540000001,5
LG Sound Bar,Cat3,Samsung,12,Broken,75.25,IT Equipment,2008,348.44,48.96,299.48,0.29,28.67,0.06,0.75,1.99,0.49,6.94,4.52,3.96,402.328087,5
Sony Bravia TV,Cat3,Lenovo,15,Broken,68.38,IT Equipment,2024,381.22,43.26,337.96,2.03,31.09,2.27,3.54,0.55,0.28,1.47,4.84,4.74,291.62623900000006,5
Surface Pro 7,Cat1,Dell,11,Good,69.68,Appliance,1998,534.9,38.92,495.98,3.29,8.05,1.1,8.07,0.68,0.41,14.04,4.47,3.96,434.361127,3
Fitbit Versa 3,Cat4,Sony,19,Good,56.72,Consumer Electronics,2000,441.59,29.71,411.88,3.45,16.04,2.37,8.51,1.3,0.77,0.47,3.59,0.61,681.929464,4
Pixel 5,Cat2,HP,7,Broken,82.82,Appliance,2008,326.88,21.88,305.0,2.1,31.21,0.93,6.64,0.37,0.1,9.46,4.5,1.25,181.270655,4
iPad Pro,Cat3,Toshiba,6,Good,76.54,Consumer Electronics,2022,574.08,26.86,547.22,3.87,24.82,0.55,7.08,2.0,0.99,7.41,1.65,2.86,865.39943,5
Toshiba Fire TV,Cat2,Samsung,23,Average,78.33,Appliance,2015,367.37,44.85,322.52,3.89,31.01,0.5,5.01,0.7,0.15,3.98,3.97,1.44,315.24818700000003,4
Panasonic Viera,Cat1,Samsung,23,Broken,52.83,Appliance,1992,368.07,38.93,329.14,3.06,12.34,1.72,3.19,1.82,0.49,1.64,0.87,0.69,529.7785519999999,3
iPhone 12,Cat3,Apple,13,Good,72.21,Consumer Electronics,2020,434.57,38.71,395.86,3.67,48.24,2.39,8.22,1.46,0.13,7.95,0.27,1.03,334.769992,5
GoPro Hero 9,Cat2,Philips,18,Average,84.33,Appliance,1993,652.08,20.08,632.0,4.03,35.16,0.45,0.66,0.77,0.84,14.92,2.19,5.29,721.735164,4
Lenovo Yoga,Cat4,Dell,4,Average,68.78,Consumer Electronics,2024,521.68,33.38,488.3,4.65,4.83,2.74,2.25,1.15,0.1,6.52,2.74,4.06,349.54833900000006,4
Lenovo Yoga,Cat4,Lenovo,19,Good,58.36,Consumer Electronics,2023,370.9,45.47,325.43,0.9,25.76,3.0,1.91,1.56,0.58,3.88,4.28,1.54,462.222128,4
HP Spectre,Cat1,HP,25,Good,94.15,IT Equipment,1992,230.98,18.25,212.73,1.15,23.4,0.2,7.19,1.99,0.18,2.86,1.08,1.57,266.66542799999996,3
Roku Ultra,Cat3,Philips,28,Good,68.22,IT Equipment,2003,323.92,24.29,299.63,2.1,2.23,1.78,9.54,1.11,0.56,0.63,3.9,0.83,484.73767500000014,5
Galaxy Tab S7,Cat1,LG,25,Broken,57.24,IT Equipment,1994,275.06,7.28,267.78,2.21,13.95,0.34,6.24,0.57,0.06,0.03,1.78,5.36,174.31922299999997,3
Apple TV 4K,Cat2,Dell,13,Broken,67.49,Appliance,2010,373.43,10.8,362.63,0.46,12.85,2.06,0.94,0.54,0.38,13.14,2.69,3.31,271.05509900000004,4
Pixel 5,Cat4,Samsung,2,Average,66.0,Consumer Electronics,2017,412.49,39.08,373.41,1.61,16.7,1.45,5.14,1.27,1.0,3.69,3.02,1.86,721.3284319999999,4
Harman Kardon Speaker,Cat1,Lenovo,27,Average,93.86,IT Equipment,2015,338.94,27.5,311.44,1.79,21.67,2.47,0.77,0.29,0.71,1.75,4.05,0.58,511.95611499999995,3
Apple Watch Series 6,Cat1,HP,17,Average,55.78,Consumer Electronics,2003,228.9,16.11,212.79,0.35,32.11,1.51,7.37,0.11,0.2,7.49,3.29,1.08,138.912359,3
Surface Laptop 4,Cat1,LG,29,Broken,66.67,Consumer Electronics,1995,333.41,32.15,301.26,0.49,10.61,1.32,6.53,1.95,0.06,7.08,4.3,4.83,164.38458500000002,3
iPhone 12,Cat4,Samsung,29,Good,89.74,IT Equipment,2000,447.95,31.42,416.53,1.71,41.97,1.17,4.39,0.26,0.84,10.49,0.28,3.52,580.5596029999999,4
Galaxy Note 20,Cat4,Dell,9,Broken,54.32,IT Equipment,1994,421.91,37.01,384.9,3.4,40.67,2.2,8.09,1.52,0.04,1.98,0.07,5.15,273.34389699999997,4
Panasonic Viera,Cat4,Apple,2,Good,81.23,Consumer Electronics,1995,414.6,7.76,406.84,2.14,5.46,1.11,2.18,1.44,0.29,5.93,3.91,4.97,349.787226,4
ThinkPad X1,Cat2,Panasonic,8,Broken,64.47,Appliance,2013,396.0,15.2,380.8,4.96,6.09,0.58,9.07,0.36,0.5,0.44,3.43,0.55,549.9957229999999,4
MacBook Pro,Cat4,Toshiba,3,Average,90.62,Consumer Electronics,2000,410.07,7.61,402.46,3.09,10.97,2.48,5.04,0.62,0.19,6.59,1.26,3.2,295.81636100000003,4
Galaxy Note 20,Cat4,Lenovo,9,Good,71.04,Consumer Electronics,2023,453.81,36.05,417.76,3.56,31.21,2.38,1.04,0.13,0.71,2.73,4.1,1.5,590.440045,4
Sony Alpha A7,Cat2,Toshiba,4,Broken,68.63,Appliance,1995,483.46,14.94,468.52,1.93,16.44,1.45,4.45,0.53,0.59,13.1,1.85,4.57,462.85436,4
MacBook Pro,Cat1,Dell,10,Good,67.0,IT Equipment,1998,285.26,49.43,235.83,0.45,18.18,0.09,0.38,0.74,0.76,7.89,4.28,0.1,497.539288,3
ThinkPad X1,Cat4,Toshiba,1,Broken,52.09,Consumer Electronics,2003,251.14,43.05,208.09,1.45,31.83,0.59,7.86,1.84,0.13,4.27,2.35,0.51,244.902335,4
Samsung Galaxy Watch 3,Cat3,Dell,27,Average,52.91,Consumer Electronics,1999,434.49,14.07,420.42,1.59,28.28,1.43,0.11,1.04,0.12,14.54,1.51,4.92,204.229536,5
Sony Bravia TV,Cat1,Sony,11,Average,63.22,Appliance,2018,550.38,15.78,534.6,4.29,8.9,0.52,1.07,0.9,0.83,8.02,2.89,3.17,735.4258440000001,3
Apple Watch Series 6,Cat4,Panasonic,19,Broken,76.02,IT Equipment,2008,338.48,28.93,309.55,0.95,14.47,1.14,1.11,1.08,0.83,6.16,3.04,0.61,581.032579,4
HP Spectre,Cat3,Philips,17,Average,94.52,Appliance,2001,475.16,41.91,433.25,1.29,29.26,0.44,0.54,1.94,0.91,4.11,4.54,5.64,689.797054,5
Samsung Galaxy Watch 3,Cat4,Toshiba,16,Broken,74.2,Appliance,2014,645.88,19.84,626.04,4.82,46.02,0.72,1.46,0.84,0.83,9.56,1.26,5.41,758.677886,4
PS5,Cat2,Sony,28,Good,50.35,Appliance,2011,486.6,40.52,446.08,3.75,36.23,2.04,0.03,0.15,0.98,0.64,4.51,1.8,755.384341,4
Surface Pro 7,Cat3,Philips,3,Average,68.56,IT Equipment,2020,543.36,23.36,520.0,2.1,21.43,1.61,1.87,1.87,0.86,11.42,1.89,3.63,697.7027390000001,5
Galaxy Tab S7,Cat4,HP,6,Good,79.07,Appliance,2004,484.87,15.9,468.97,2.7,49.15,2.96,0.56,1.21,0.52,0.86,1.01,6.01,497.920581,4
Sony Bravia TV,Cat1,Dell,27,Broken,56.06,Consumer Electronics,1992,605.86,8.17,597.69,4.09,32.69,2.06,2.57,1.86,0.03,12.21,3.5,6.13,319.94254499999994,3
Canon EOS R5,Cat1,HP,30,Broken,54.75,IT Equipment,2000,428.9,29.39,399.51,2.34,17.89,1.04,1.99,0.92,0.59,11.75,2.47,1.16,503.318287,3
Xbox Series X,Cat2,Dell,12,Broken,94.25,Consumer Electronics,2013,330.45,26.98,303.47,1.25,30.18,0.7,4.69,1.81,0.57,5.49,4.29,0.27,485.67500399999994,4
Nest Thermostat,Cat2,HP,14,Good,59.03,IT Equipment,1994,462.46,36.39,426.07,3.19,34.25,1.22,5.69,1.67,0.04,6.45,4.3,4.96,270.606165,4
Samsung Galaxy Watch 3,Cat4,HP,6,Good,90.39,Consumer Electronics,1990,321.62,37.08,284.54,0.62,1.06,2.87,2.59,1.85,0.23,8.41,4.89,0.23,263.2586540000001,4
MacBook Pro,Cat2,LG,26,Average,72.47,IT Equipment,2015,442.36,44.39,397.97,2.95,19.45,2.56,4.98,0.78,0.66,5.61,1.43,1.51,566.707043,4
Google Home,Cat2,Dell,7,Broken,61.46,IT Equipment,1997,544.47,12.48,531.99,3.22,36.4,2.38,2.33,1.25,0.85,0.07,0.95,6.6,714.38919,4
Nintendo Switch,Cat3,Dell,21,Average,55.06,Appliance,2016,500.62,35.91,464.71,3.17,12.88,2.16,9.32,0.1,0.41,6.56,3.24,6.19,398.10278400000004,5
Surface Pro 7,Cat1,Dell,6,Good,62.62,Appliance,1992,258.53,24.59,233.94,0.23,45.97,1.43,9.76,1.85,0.31,0.95,2.78,2.63,289.317523,3
Apple TV 4K,Cat4,Lenovo,29,Average,58.48,Appliance,2004,488.69,33.76,454.93,2.23,32.02,1.48,1.08,0.38,0.96,10.14,3.77,1.85,681.3477719999998,4
Google Home,Cat1,Philips,15,Good,51.56,Appliance,2001,429.43,24.84,404.59,3.35,9.66,0.7,1.72,0.37,0.61,1.25,2.47,5.22,534.9842920000001,3
Samsung Galaxy Watch 3,Cat4,Sony,4,Good,66.09,Consumer Electronics,2012,424.77,13.63,411.14,1.16,0.9,1.69,1.34,0.07,0.85,14.16,2.15,1.77,549.1888500000001,4
Fitbit Versa 3,Cat4,Sony,14,Broken,74.67,Consumer Electronics,2024,649.89,5.59,644.3,4.67,10.17,0.11,3.9,1.53,0.53,13.65,2.56,6.27,616.105371,4
Samsung QLED TV,Cat1,Toshiba,8,Good,61.2,Consumer Electronics,1999,452.44,19.57,432.87,4.25,4.64,2.18,10.0,0.57,0.13,8.62,1.29,2.4,315.52101400000004,3
Roku Ultra,Cat3,LG,22,Average,94.22,IT Equipment,2004,611.79,9.96,601.83,5.0,7.12,1.53,9.7,1.31,0.9,7.15,2.53,2.6,832.8914480000001,5
Nintendo Switch,Cat2,Lenovo,25,Broken,68.73,Consumer Electronics,2011,544.9,5.7,539.2,4.23,1.62,1.17,0.12,1.69,0.6,12.51,3.24,0.58,643.1802640000001,4
Harman Kardon Speaker,Cat3,LG,18,Broken,67.65,Appliance,2019,382.66,14.66,368.0,2.02,12.04,2.77,9.07,0.17,0.41,1.85,1.96,5.19,345.50006599999995,5
Fitbit Versa 3,Cat3,LG,17,Average,60.67,Appliance,1997,528.45,45.83,482.62,4.92,13.43,1.33,9.74,0.21,0.78,9.08,0.08,1.29,701.013873,5
Sony WH-1000XM4,Cat4,Sony,30,Average,92.61,Appliance,2015,418.67,26.69,391.98,3.17,41.1,1.43,4.56,0.21,0.46,1.47,1.97,4.86,432.07096199999995,4
Pioneer AV Receiver,Cat4,Sony,5,Average,67.66,IT Equipment,2017,654.29,20.77,633.52,4.6,14.44,1.91,2.98,1.5,0.97,8.89,2.84,3.33,863.8648139999999,4
Pioneer AV Receiver,Cat4,LG,6,Good,65.05,IT Equipment,2018,603.01,17.06,585.95,3.73,42.72,2.79,3.92,0.45,0.29,14.73,1.09,5.58,376.0631639999999,4
Oculus Quest 2,Cat4,HP,7,Good,88.95,IT Equipment,1997,521.93,45.68,476.25,3.74,4.59,1.96,9.77,1.12,0.7,7.42,1.06,3.02,646.453351,4
Garmin Forerunner,Cat4,Sony,8,Good,93.18,IT Equipment,2017,405.84,30.03,375.81,1.33,8.56,1.34,9.4,0.92,0.13,14.89,1.56,4.56,190.622496,4
Google Home,Cat2,Panasonic,8,Good,56.18,Consumer Electronics,2008,492.79,12.32,480.47,3.78,40.0,1.17,5.51,1.5,0.1,8.52,4.58,3.58,324.75207800000004,4
Nintendo Switch,Cat4,Dell,7,Good,93.09,Appliance,1998,447.7,26.46,421.24,1.52,30.6,0.22,2.29,1.82,0.38,12.88,4.13,3.85,390.793098,4
Galaxy Note 20,Cat4,LG,22,Good,87.07,IT Equipment,1996,312.4,16.23,296.17,0.32,47.07,2.78,5.64,0.96,0.15,13.95,0.03,0.56,155.07407300000003,4
Google Home,Cat2,Samsung,15,Broken,63.92,Appliance,2021,409.94,16.29,393.65,2.44,34.1,1.8,2.13,1.15,0.25,1.15,1.77,6.39,326.573272,4
Amazon Echo,Cat1,LG,4,Good,72.07,Consumer Electronics,1991,517.33,13.98,503.35,3.99,4.28,2.99,0.3,1.44,0.58,4.62,0.11,3.18,607.6724959999998,3
Denon AV Receiver,Cat1,Lenovo,23,Good,72.52,IT Equipment,2021,346.8,46.88,299.92,0.94,32.32,2.64,7.3,0.15,0.54,5.84,3.96,2.03,365.600536,3
PS5,Cat3,Sony,5,Average,82.49,Consumer Electronics,2023,275.96,42.41,233.55,1.33,18.67,1.26,2.42,0.61,0.09,10.21,2.18,0.84,150.646143,5
Nikon D850,Cat4,Toshiba,9,Good,58.56,Appliance,2019,280.12,48.96,231.16,0.52,1.23,1.63,0.75,0.98,0.24,10.84,2.95,0.76,216.80089499999997,4
Garmin Forerunner,Cat2,Samsung,9,Average,71.51,Consumer Electronics,1997,384.2,6.84,377.36,2.58,18.44,0.23,7.94,1.71,0.56,3.75,2.48,2.3,539.789518,4
Apple TV 4K,Cat2,Panasonic,6,Good,60.9,Appliance,2006,257.04,11.34,245.7,0.32,8.92,0.07,5.94,1.1,0.35,10.21,0.28,2.19,275.642358,4
Harman Kardon Speaker,Cat3,Panasonic,22,Average,67.39,Appliance,2003,318.54,24.95,293.59,0.42,3.08,2.02,2.59,1.17,0.83,1.59,2.91,2.31,560.3899459999999,5
PS5,Cat4,Sony,9,Broken,66.98,Consumer Electronics,2024,574.96,24.46,550.5,3.73,37.07,1.52,7.31,0.87,0.69,8.67,2.77,4.6,626.873337,4
LG Sound Bar,Cat2,HP,27,Average,89.93,IT Equipment,2015,553.35,8.6,544.75,4.58,30.65,0.42,0.21,1.01,0.18,14.57,0.66,4.51,383.301541,4
DJI Mavic Air 2,Cat1,Lenovo,5,Average,67.46,Consumer Electronics,1994,618.63,25.27,593.36,4.3,29.63,2.88,1.67,0.64,0.47,7.41,4.26,5.93,517.403491,3
Galaxy S21,Cat2,Samsung,2,Good,86.53,Consumer Electronics,1993,500.86,7.36,493.5,1.37,32.7,2.3,8.55,0.94,0.8,11.02,1.65,4.26,578.0976200000001,4
Pixel 5,Cat1,Samsung,23,Broken,82.56,Appliance,1990,292.21,11.38,280.83,1.16,11.79,1.38,5.09,1.96,0.67,0.67,0.1,1.3,546.8906549999999,3
PS5,Cat2,Lenovo,7,Average,67.91,IT Equipment,2007,320.94,39.55,281.39,2.26,32.19,0.55,8.26,0.79,0.53,3.42,1.13,1.5,457.68912300000005,4
PS5,Cat3,Panasonic,2,Broken,79.03,Consumer Electronics,2004,500.94,27.36,473.58,2.83,43.86,2.71,8.8,1.34,0.67,1.77,4.45,3.7,596.91343,5
LG OLED TV,Cat2,Philips,26,Broken,66.53,IT Equipment,2018,576.1,5.64,570.46,4.64,40.71,0.5,6.14,1.49,0.78,3.9,2.39,4.51,755.722129,4
Yamaha Receiver,Cat1,Panasonic,28,Average,89.68,IT Equipment,2005,529.98,12.95,517.03,2.6,19.08,0.66,7.88,1.34,0.83,12.11,4.17,2.66,676.0901819999999,3
Galaxy Note 20,Cat1,Philips,19,Good,88.01,Consumer Electronics,2013,540.41,34.29,506.12,2.6,27.79,0.77,4.83,0.44,0.6,14.95,4.6,4.34,496.37874500000004,3
Apple TV 4K,Cat2,Philips,22,Average,74.17,Appliance,2023,366.59,10.81,355.78,0.61,33.9,0.41,8.23,1.2,0.47,8.67,4.58,3.87,364.494648,4
Surface Pro 7,Cat1,Lenovo,16,Broken,52.33,Appliance,2016,559.1,22.75,536.35,4.04,50.0,1.28,8.09,1.15,0.31,14.66,3.71,2.06,439.111286,3
MacBook Air,Cat2,Philips,28,Good,72.59,Appliance,1998,270.24,49.18,221.06,2.27,35.96,0.82,8.3,0.21,0.47,1.4,1.3,0.77,392.79014,4
iPhone 11,Cat3,LG,10,Good,68.83,IT Equipment,2003,216.31,32.21,184.1,1.06,31.8,1.86,2.15,0.07,0.15,3.72,1.61,1.29,143.14530599999998,5
Panasonic Viera,Cat1,Samsung,14,Average,77.11,Consumer Electronics,1995,587.16,29.29,557.87,3.31,46.89,1.06,5.47,1.96,0.88,12.51,4.49,0.94,772.9874590000002,3
JBL Charge 4,Cat4,Sony,12,Good,91.74,Consumer Electronics,2019,444.94,36.07,408.87,2.91,9.97,2.09,5.94,0.59,0.52,7.38,0.24,3.48,474.247879,4
Panasonic Viera,Cat2,Philips,4,Broken,66.47,Consumer Electronics,1998,523.68,22.68,501.0,1.53,9.75,1.37,1.6,1.15,0.98,8.9,1.43,6.29,699.930783,4
PS5,Cat4,HP,30,Broken,64.1,Consumer Electronics,2021,466.69,43.06,423.63,3.29,30.65,2.5,9.91,0.22,0.61,8.74,2.36,0.9,524.753581,4
Nintendo Switch,Cat4,Apple,27,Broken,66.7,IT Equipment,2006,414.58,36.01,378.57,1.4,34.78,2.11,8.61,1.45,0.51,11.42,2.49,0.93,440.31217399999997,4
Lenovo Yoga,Cat3,Samsung,29,Average,83.07,Consumer Electronics,2009,528.13,10.7,517.43,3.95,33.97,2.55,8.29,0.98,0.79,6.05,0.43,1.82,701.1021730000001,5
iPad Pro,Cat1,Sony,23,Good,51.63,Appliance,1996,385.37,36.7,348.67,1.25,40.8,1.78,8.45,0.05,0.46,8.93,2.41,3.86,329.361786,3
Canon EOS R5,Cat3,Lenovo,8,Broken,86.92,IT Equipment,1991,440.16,34.53,405.63,1.55,18.34,0.81,4.62,0.66,0.86,6.94,1.14,5.25,605.463144,5
iPhone 12,Cat3,Apple,11,Good,63.69,Consumer Electronics,1996,471.5,38.85,432.65,2.26,26.14,2.53,1.99,1.76,0.18,13.09,0.46,3.37,310.54105599999997,5
ThinkPad X1,Cat4,LG,7,Good,78.27,Consumer Electronics,2018,547.96,18.17,529.79,4.53,36.89,1.6,8.65,1.31,0.5,6.45,2.71,3.04,580.7477309999999,4
Google Home,Cat4,LG,8,Broken,57.79,IT Equipment,2010,348.01,48.88,299.13,1.05,28.01,2.28,1.82,0.03,0.47,10.57,4.83,0.42,324.170683,4
Yamaha Receiver,Cat3,Dell,15,Average,89.48,Consumer Electronics,2007,360.88,44.85,316.03,0.62,6.72,1.8,1.8,1.94,0.41,11.05,0.42,2.38,370.7907119999999,5
Surface Laptop 4,Cat3,Dell,19,Broken,84.8,Consumer Electronics,2005,462.25,32.56,429.69,3.71,18.3,0.48,2.51,0.72,0.66,7.43,0.25,2.91,599.78746,5
Sony Bravia TV,Cat4,Lenovo,12,Average,63.05,Appliance,2015,499.38,13.15,486.23,2.3,1.07,2.2,3.24,0.49,0.73,11.84,2.85,3.14,559.3622449999999,4
JBL Charge 4,Cat1,Samsung,2,Average,54.24,Consumer Electronics,2003,414.16,31.96,382.2,1.97,39.39,1.4,8.24,1.97,0.49,5.56,4.74,1.66,484.36107899999996,3
Google Home,Cat3,Samsung,24,Average,69.53,Appliance,2011,492.78,41.68,451.1,3.03,36.9,1.94,2.94,0.4,0.36,10.33,1.18,4.75,378.451638,5
Samsung Galaxy Watch 3,Cat1,Lenovo,16,Average,58.94,Consumer Electronics,2014,415.74,17.35,398.39,0.2,45.18,2.57,2.79,1.19,0.89,13.25,2.03,0.02,585.3690180000001,3
Surface Pro 7,Cat4,Samsung,1,Broken,76.22,Consumer Electronics,1993,516.4,41.7,474.7,4.82,33.87,1.95,7.16,0.8,0.36,0.68,3.16,4.91,487.760121,4
Pioneer AV Receiver,Cat1,Dell,5,Average,53.24,IT Equipment,2001,475.02,40.32,434.7,1.07,20.64,2.96,7.3,1.19,0.41,7.75,3.13,6.8,353.864398,3
ThinkPad X1,Cat4,Samsung,17,Good,78.88,Consumer Electronics,2023,320.63,30.9,289.73,0.55,34.04,2.34,4.36,1.04,0.19,6.02,2.58,3.81,193.559388,4
Sony Bravia TV,Cat1,Panasonic,29,Good,64.22,Appliance,2013,506.75,11.49,495.26,2.2,11.49,1.05,7.15,1.22,0.28,14.86,3.09,5.57,335.368489,3
PS5,Cat2,LG,25,Average,70.99,Appliance,2024,518.72,22.02,496.7,3.21,5.07,2.81,5.5,1.96,0.46,4.75,0.98,5.06,528.549733,4
Oculus Quest 2,Cat1,Samsung,4,Average,58.89,Appliance,2007,347.52,18.41,329.11,1.0,48.23,0.93,9.36,1.99,0.03,12.64,1.01,2.48,174.051411,3
Fitbit Versa 3,Cat3,Lenovo,29,Broken,92.15,Consumer Electronics,1998,457.75,13.94,443.81,2.56,42.61,1.87,3.75,0.93,0.66,2.2,1.78,4.89,555.538743,5
ThinkPad X1,Cat4,Sony,15,Average,65.19,Consumer Electronics,1997,624.17,32.91,591.26,3.47,43.5,2.16,0.98,0.62,0.71,9.27,4.54,6.03,612.7290539999999,4
Yamaha Receiver,Cat4,Philips,23,Average,68.95,IT Equipment,1992,303.13,15.17,287.96,1.27,31.25,1.91,7.3,1.57,0.31,3.0,1.85,1.82,325.589365,4
Ring Doorbell,Cat4,Philips,1,Average,93.33,Consumer Electronics,1994,421.19,37.19,384.0,2.04,10.88,1.69,7.12,1.85,0.48,8.27,1.11,2.55,475.79559599999993,4
Xbox Series X,Cat4,LG,6,Good,87.3,IT Equipment,1999,360.63,10.61,350.02,1.51,32.9,0.77,2.86,0.6,0.3,9.17,2.97,3.52,279.308482,4
Denon AV Receiver,Cat3,Toshiba,16,Average,59.91,IT Equipment,2012,461.16,20.47,440.69,1.42,8.76,2.86,5.61,1.62,0.45,14.33,4.17,1.02,416.469262,5
Harman Kardon Speaker,Cat3,HP,28,Average,73.45,IT Equipment,1991,508.76,17.39,491.37,3.86,30.89,1.9,5.06,1.83,0.17,6.7,3.6,3.78,386.846485,5
iPad Pro,Cat4,HP,26,Broken,76.22,Appliance,1998,501.28,24.78,476.5,4.58,45.97,1.22,4.59,1.26,0.62,0.38,0.91,3.8,649.048231,4
Fire TV Stick,Cat1,HP,2,Average,51.27,Consumer Electronics,2002,354.17,18.46,335.71,1.22,16.92,1.06,2.94,0.72,0.41,4.18,0.24,6.54,334.82506399999994,3
Nintendo Switch,Cat1,HP,25,Broken,55.41,Consumer Electronics,2000,530.11,48.7,481.41,3.14,44.19,1.1,8.48,0.39,0.43,8.13,4.84,6.28,423.158419,3
Dell XPS 13,Cat1,Panasonic,13,Average,88.71,Consumer Electronics,2014,676.65,11.01,665.64,4.94,48.76,2.18,9.36,1.07,0.94,10.98,3.1,2.06,840.4906200000001,3
Garmin Forerunner,Cat2,Lenovo,17,Good,92.92,Consumer Electronics,2017,456.15,22.76,433.39,1.99,17.65,1.38,1.82,1.55,0.32,12.33,2.17,3.89,365.634447,4
Denon AV Receiver,Cat3,Sony,22,Average,67.5,Appliance,2024,352.26,16.79,335.47,1.16,48.37,2.47,1.32,1.94,0.17,8.44,1.32,1.47,260.18354700000003,5
Samsung Blu-ray Player,Cat1,Toshiba,5,Good,88.7,Appliance,1990,390.69,27.6,363.09,2.45,26.12,0.39,6.31,1.6,0.2,9.56,3.14,2.27,321.42901400000005,3
